Txn_ID,User_ID,Tran_Source,Create_Date,Txn_Amount,From_Account,To_Account,Resp_Code,Tracer_No,Txn_Type,Particulars,Remarks,Device,IP_Address,Country,city_name,Latitude,Longitude
TXN3800339584,U10266,MobileApp,2025-12-07 20:38:20.409728,5718.83,AC3033720918,AC1273560297,12,678925,Cash_Withdrawal,ATM Cash Withdrawal,Invalid txn,Android,192.168.53.162,Bangladesh,Khulna,22.8456,89.5403
TXN5051082586,U10266,Internet,2025-12-13 14:03:38.756317,11987.57,AC8583742236,AC8019575339,12,829298,Refund,Refund to {{USER}},Invalid txn,Android,192.168.200.226,Bangladesh,Dhaka,23.8103,90.4125
TXN7978642369,U10267,MobileApp,2025-12-24 00:24:26.832428,11425.27,AC3499918991,AC2128272965,0,625328,Bill_Payment,Electricity Bill,Successful,Web,192.168.88.41,Bangladesh,Dhaka,23.8103,90.4125
TXN9343683064,U10267,Internet,2025-12-28 20:15:09.987110,3498.81,AC9296859152,AC7145916042,0,495034,Bill_Payment,Electricity Bill,Successful,iOS,192.168.35.100,Bangladesh,Dhaka,23.8103,90.4125
TXN5552592403,U10267,POS,2025-12-30 17:18:08.765924,2295.8,AC1723476909,AC2842641008,0,494249,Fund_Transfer,Transfer to {{BEN}},Successful,ATM,192.168.192.174,Bangladesh,Dhaka,23.8103,90.4125
TXN2783434341,U10268,Internet,2025-12-06 09:56:01.814931,16766.54,AC5402144232,AC5996497843,0,899051,Bill_Payment,Electricity Bill,Successful,iOS,192.168.91.144,Bangladesh,Bogra,24.85,89.37
TXN2979360441,U10268,ATM,2025-12-07 08:17:06.020237,5187.17,AC6324861328,AC9967934103,0,813605,Refund,Refund to {{USER}},Successful,Web,192.168.230.42,Bangladesh,Others,23.5,90.5
TXN8284985342,U10268,ATM,2025-12-15 15:19:03.359092,17917.43,AC6217412903,AC5150947321,0,309900,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.173.58,Bangladesh,Dhaka,23.8103,90.4125
TXN2637706668,U10269,POS,2025-12-03 11:04:54.275588,4521.0,AC7656290714,AC4354982904,0,837964,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.249.243,Bangladesh,Dhaka,23.8103,90.4125
TXN5257797514,U10270,ATM,2025-12-03 17:08:50.079997,5910.76,AC5420175408,AC4542375006,0,810579,Fund_Transfer,Transfer to {{BEN}},Successful,ATM,192.168.219.91,Bangladesh,Chattogram,22.3569,91.7832
TXN2991761089,U10271,Internet,2025-12-21 10:10:19.042289,11832.34,AC8474582575,AC4068398110,12,406922,Bill_Payment,Electricity Bill,Invalid txn,Web,192.168.194.82,Bangladesh,Chattogram,22.3569,91.7832
TXN3345735759,U10271,POS,2025-12-25 13:18:55.178741,1042.77,AC7624468582,AC1467503863,0,417171,Merchant_Payment,POS Purchase,Successful,iOS,192.168.118.162,Bangladesh,Sylhet,24.8949,91.8687
TXN5681489362,U10272,ATM,2025-12-16 11:29:50.296876,9980.12,AC5863401377,AC3289111915,0,690023,Fund_Transfer,Transfer to {{BEN}},Successful,iOS,192.168.158.198,Bangladesh,Dhaka,23.8103,90.4125
TXN8389656636,U10273,MobileApp,2025-12-04 23:50:50.178337,8712.18,AC2957751858,AC9458576822,0,305108,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.187.21,Bangladesh,Kustia,,
TXN9558617133,U10273,MobileApp,2025-12-18 18:18:29.742438,3790.49,AC9084905931,AC6341246090,0,554991,Fund_Transfer,Transfer to {{BEN}},Successful,ATM,192.168.84.34,Bangladesh,Others,23.5,90.5
TXN2391026796,U10274,POS,2025-12-06 13:33:52.832633,5466.2,AC7331764531,AC6269659801,12,145259,Fund_Transfer,Transfer to {{BEN}},Invalid txn,Web,192.168.49.181,Bangladesh,Jessore,23.171,89.2024
TXN9395706916,U10274,MobileApp,2025-12-23 18:51:17.955988,13361.56,AC9090265444,AC4708527095,12,624587,Cash_Withdrawal,ATM Cash Withdrawal,Invalid txn,POS,192.168.222.77,Bangladesh,Dhaka,23.8103,90.4125
TXN4480020327,U10275,Internet,2025-12-10 10:35:15.247609,22677.0,AC7844564556,AC2294472108,12,333036,Bill_Payment,Electricity Bill,Invalid txn,Android,192.168.6.64,Bangladesh,Sylhet,24.8949,91.8687
TXN3104564125,U10275,Internet,2025-12-10 15:32:55.681264,28637.2,AC8406173468,AC1676102969,0,774036,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.196.58,Bangladesh,Others,23.5,90.5
TXN8074612157,U10275,Internet,2025-12-12 06:14:14.924231,2566.04,AC9889445124,AC6799571066,12,831931,Fund_Transfer,Transfer to {{BEN}},Invalid txn,Android,192.168.148.113,Bangladesh,Jessore,23.171,89.2024
TXN9048950347,U10275,MobileApp,2025-12-28 15:16:12.978761,352.33,AC5858856125,AC1383224537,0,967725,Fund_Transfer,Transfer to {{BEN}},Successful,iOS,192.168.138.62,Bangladesh,Chattogram,22.3569,91.7832
TXN3641710333,U10276,POS,2025-11-30 20:46:55.220807,2259.72,AC8399901521,AC1474577292,12,163275,Fund_Transfer,Transfer to {{BEN}},Invalid txn,Android,192.168.123.102,Bangladesh,Chattogram,22.3569,91.7832
TXN8963317970,U10276,MobileApp,2025-12-04 01:18:09.366015,7624.82,AC3912902586,AC8136359222,0,590384,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.239.187,Bangladesh,Dhaka,23.8103,90.4125
TXN1854575179,U10277,Internet,2025-12-01 12:44:28.878403,11186.87,AC3124642486,AC9345230377,0,273453,Cash_Withdrawal,ATM Cash Withdrawal,Successful,Android,192.168.35.43,Bangladesh,Rangpur,25.7439,89.2752
TXN8031765296,U10277,MobileApp,2025-12-02 09:24:15.843896,4665.92,AC5575246762,AC1012182666,0,462529,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.28.198,Bangladesh,Khulna,22.8456,89.5403
TXN3644080495,U10277,MobileApp,2025-12-18 15:38:43.746256,9391.88,AC1965703868,AC3475257025,12,334049,Bill_Payment,Electricity Bill,Invalid txn,POS,192.168.186.254,Bangladesh,Chattogram,22.3569,91.7832
TXN7930610686,U10277,ATM,2025-12-24 16:13:27.635291,14103.43,AC1997801505,AC6169983478,12,252979,Fund_Transfer,Transfer to {{BEN}},Invalid txn,Android,192.168.64.15,Bangladesh,Gazipur,23.999,90.42
TXN1201478768,U10278,POS,2025-12-01 20:55:20.075063,4708.05,AC5083615327,AC5246749361,12,233003,Fund_Transfer,Transfer to {{BEN}},Invalid txn,Android,192.168.29.97,Bangladesh,Dhaka,23.8103,90.4125
TXN3760708890,U10278,POS,2025-12-04 17:51:05.929632,457.88,AC8022073485,AC3755724529,0,548139,Fund_Transfer,Transfer to {{BEN}},Successful,Web,192.168.117.50,Bangladesh,Others,23.5,90.5
TXN2018383565,U10278,ATM,2025-12-23 08:15:38.176695,4381.99,AC3721489433,AC9148116991,12,631849,Merchant_Payment,POS Purchase,Invalid txn,Android,192.168.73.121,Bangladesh,Feni,23.014,91.4
TXN8795336154,U10278,ATM,2025-12-27 21:34:37.524393,7940.47,AC5135546139,AC7403539231,0,166419,Cash_Withdrawal,ATM Cash Withdrawal,Successful,POS,192.168.152.157,Bangladesh,Rangpur,25.7439,89.2752
TXN5960090800,U10279,Internet,2025-12-06 14:20:03.310356,43558.71,AC8436502058,AC9992438744,12,516505,Fund_Transfer,Transfer to {{BEN}},Invalid txn,iOS,192.168.86.184,Bangladesh,Kustia,,
TXN2167331633,U10279,MobileApp,2025-12-13 10:32:47.306012,4163.36,AC6200142685,AC7822512972,0,607305,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.255.100,Bangladesh,Chattogram,22.3569,91.7832
TXN4946280641,U10280,MobileApp,2025-12-09 16:34:58.180526,5517.04,AC5852597980,AC4654708117,0,982408,Merchant_Payment,POS Purchase,Successful,Android,192.168.183.91,Bangladesh,Khulna,22.8456,89.5403
TXN1498325256,U10280,MobileApp,2025-12-24 18:00:25.491806,8330.65,AC4639414131,AC7512116720,0,397498,Merchant_Payment,POS Purchase,Successful,iOS,192.168.235.53,Bangladesh,Chattogram,22.3569,91.7832
TXN3391046529,U10281,ATM,2025-11-30 09:06:08.427051,8486.04,AC5913548831,AC1146141104,0,547999,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.232.128,Bangladesh,Others,23.5,90.5
TXN9821939469,U10281,Internet,2025-12-30 11:04:52.438069,15272.75,AC9587877899,AC5507425757,0,706785,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.238.194,Bangladesh,Others,23.5,90.5
TXN7552302892,U10282,MobileApp,2025-12-04 19:22:00.741662,3177.52,AC2502938848,AC8542539664,0,344348,Fund_Transfer,Transfer to {{BEN}},Successful,iOS,192.168.227.71,Bangladesh,Chattogram,22.3569,91.7832
TXN4001094107,U10282,ATM,2025-12-14 16:09:29.042331,13954.76,AC3894234713,AC2995669653,12,254369,Merchant_Payment,POS Purchase,Invalid txn,iOS,192.168.114.214,Bangladesh,Dhaka,23.8103,90.4125
TXN5406074757,U10282,MobileApp,2025-12-15 08:23:43.106320,1966.73,AC6272341619,AC7565164476,0,600146,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.224.34,Bangladesh,Jessore,23.171,89.2024
TXN1835744483,U10283,POS,2025-12-22 09:39:28.706131,3336.91,AC6324186511,AC7551208775,0,773752,Bill_Payment,Electricity Bill,Successful,Web,192.168.83.218,Bangladesh,Rajshahi,24.3636,88.6241
TXN3827617485,U10283,ATM,2025-12-27 00:06:42.373149,7000.12,AC3959157160,AC5273089471,12,233094,Merchant_Payment,POS Purchase,Invalid txn,ATM,192.168.229.134,Bangladesh,Khulna,22.8456,89.5403
TXN3112218974,U10284,POS,2025-12-04 19:49:18.106766,2785.03,AC2972975900,AC7059914092,0,891840,Fund_Transfer,Transfer to {{BEN}},Successful,iOS,192.168.239.55,Bangladesh,Dhaka,23.8103,90.4125
TXN1317537096,U10284,ATM,2025-12-10 11:59:22.371152,11060.65,AC7264427480,AC7950271623,0,609459,Bill_Payment,Electricity Bill,Successful,Web,192.168.158.220,Bangladesh,Chattogram,22.3569,91.7832
TXN1561585606,U10285,ATM,2025-12-10 18:25:05.595144,12937.61,AC6543696594,AC4807447848,0,555956,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.228.130,Bangladesh,Jessore,23.171,89.2024
TXN4814770983,U10285,ATM,2025-12-14 11:32:47.819727,9643.25,AC3442475671,AC5023371596,12,764238,Merchant_Payment,POS Purchase,Invalid txn,iOS,192.168.142.229,Bangladesh,Satkhira,22.71,89.0833
TXN6047486384,U10285,POS,2025-12-23 20:45:29.386396,2772.11,AC3700137487,AC6071236351,0,538713,Cash_Withdrawal,ATM Cash Withdrawal,Successful,Android,192.168.122.61,Bangladesh,Chattogram,22.3569,91.7832
TXN2599402936,U10287,ATM,2025-12-01 14:22:51.919192,12702.66,AC8518560436,AC3217585158,12,770008,Fund_Transfer,Transfer to {{BEN}},Invalid txn,Android,192.168.211.104,Bangladesh,Dhaka,23.8103,90.4125
TXN7739884030,U10287,POS,2025-12-04 20:29:09.602620,634.98,AC3018339349,AC6814276360,0,535610,Merchant_Payment,POS Purchase,Successful,Android,192.168.62.184,Bangladesh,Others,23.5,90.5
TXN1020106050,U10287,MobileApp,2025-12-05 19:56:06.202416,7599.27,AC9581884623,AC3282898921,12,493084,Bill_Payment,Electricity Bill,Invalid txn,iOS,192.168.107.66,Bangladesh,Dhaka,23.8103,90.4125
TXN7413814632,U10288,MobileApp,2025-12-08 00:52:27.525703,7854.2,AC3148690843,AC1437735962,12,633072,Merchant_Payment,POS Purchase,Invalid txn,iOS,192.168.114.213,Bangladesh,Chattogram,22.3569,91.7832
TXN4409265802,U10288,MobileApp,2025-12-20 11:26:45.189624,3317.0,AC7983827334,AC6985632029,0,921413,Bill_Payment,Electricity Bill,Successful,iOS,192.168.106.230,Bangladesh,Chattogram,22.3569,91.7832
TXN4306783272,U10288,POS,2025-12-21 17:00:55.903562,1812.12,AC2511803964,AC4183623136,0,789083,Fund_Transfer,Transfer to {{BEN}},Successful,iOS,192.168.214.190,Bangladesh,Others,23.5,90.5
TXN9180455841,U10288,MobileApp,2025-12-24 08:35:37.115352,8257.47,AC1243360942,AC8980330231,0,209831,Merchant_Payment,POS Purchase,Successful,Android,192.168.116.39,Bangladesh,Jessore,23.171,89.2024
TXN1156632769,U10288,MobileApp,2025-12-28 19:46:08.285078,2828.92,AC3965061000,AC4582332756,0,234214,Bill_Payment,Electricity Bill,Successful,iOS,192.168.175.50,Bangladesh,Kumilla,,
TXN6604373617,U10289,ATM,2025-12-21 19:26:43.926839,5154.92,AC5367296667,AC3083792553,12,961541,Bill_Payment,Electricity Bill,Invalid txn,Android,192.168.217.211,Bangladesh,Dhaka,23.8103,90.4125
TXN1801170134,U10289,ATM,2025-12-24 09:35:14.535515,8990.9,AC4943869109,AC9189845975,0,931567,Merchant_Payment,POS Purchase,Successful,iOS,192.168.108.221,Bangladesh,Dhaka,23.8103,90.4125
TXN7258875598,U10289,MobileApp,2025-12-27 12:32:32.102634,12967.71,AC5496441075,AC7590470705,12,516272,Fund_Transfer,Transfer to {{BEN}},Invalid txn,Web,192.168.156.162,Bangladesh,Others,23.5,90.5
TXN3195091869,U10290,Internet,2025-12-15 14:35:36.243803,18809.14,AC7710368652,AC9141416200,12,661725,Merchant_Payment,POS Purchase,Invalid txn,Android,192.168.232.251,Bangladesh,Others,23.5,90.5
TXN3864345001,U10291,MobileApp,2025-12-02 08:37:51.797611,4698.18,AC5124116171,AC6918972603,0,657341,Cash_Withdrawal,ATM Cash Withdrawal,Successful,Android,192.168.104.171,Bangladesh,Others,23.5,90.5
TXN4571850605,U10291,ATM,2025-12-16 14:17:11.105881,4946.78,AC5135621521,AC5623170516,0,727453,Merchant_Payment,POS Purchase,Successful,Android,192.168.12.247,Bangladesh,Dhaka,23.8103,90.4125
TXN4533490894,U10293,POS,2025-12-15 17:22:00.637536,3791.41,AC3728393229,AC5229767878,12,927065,Refund,Refund to {{USER}},Invalid txn,Android,192.168.76.229,Bangladesh,Barishal,22.701,90.3535
TXN9666074077,U10293,POS,2025-12-16 19:50:53.632550,2064.12,AC9123512148,AC3939835156,0,418578,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.147.205,Bangladesh,Chattogram,22.3569,91.7832
TXN7463707139,U10294,ATM,2025-12-15 10:34:47.826442,11515.54,AC8970179009,AC9891789238,0,867179,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.68.174,Bangladesh,Bogra,24.85,89.37
TXN4028727566,U10294,Internet,2025-12-17 10:54:49.530820,11204.58,AC1995539876,AC4835719021,0,736055,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.229.74,Bangladesh,Chattogram,22.3569,91.7832
TXN4120313539,U10294,POS,2025-12-28 12:08:44.751348,2588.22,AC4209294812,AC7919282435,12,345100,Bill_Payment,Electricity Bill,Invalid txn,Android,192.168.112.85,Bangladesh,Gazipur,23.999,90.42
TXN8391020596,U10295,Internet,2025-12-25 16:35:23.377132,12136.51,AC5124816270,AC6275985780,0,302353,Fund_Transfer,Transfer to {{BEN}},Successful,iOS,192.168.79.52,Bangladesh,Khulna,22.8456,89.5403
TXN2614989692,U10296,MobileApp,2025-12-25 20:22:54.469824,1853.17,AC9419100917,AC6117942927,0,905674,Fund_Transfer,Transfer to {{BEN}},Successful,POS,192.168.243.217,Bangladesh,Others,23.5,90.5
TXN7789873884,U10297,MobileApp,2025-12-21 13:09:00.618619,483.6,AC1391190950,AC4788659027,0,959431,Bill_Payment,Electricity Bill,Successful,iOS,192.168.17.252,Bangladesh,Chattogram,22.3569,91.7832
TXN5428043953,U10297,Internet,2025-12-27 00:07:39.745178,34223.38,AC8317832946,AC5996165913,0,458354,Merchant_Payment,POS Purchase,Successful,Android,192.168.79.59,Bangladesh,Chattogram,22.3569,91.7832
TXN5029811152,U10298,POS,2025-12-11 19:07:17.963545,3623.56,AC5075126183,AC9534186005,0,972716,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.169.250,Bangladesh,Rangpur,25.7439,89.2752
TXN4014387440,U10298,Internet,2025-12-20 11:03:49.507939,6487.79,AC5228687509,AC8483017009,0,370436,Fund_Transfer,Transfer to {{BEN}},Successful,POS,192.168.48.198,Bangladesh,Kumilla,,
TXN5615604391,U10298,MobileApp,2025-12-23 19:31:43.333480,10520.49,AC6587255215,AC7201265945,12,864202,Fund_Transfer,Transfer to {{BEN}},Invalid txn,Android,192.168.1.253,Bangladesh,Others,23.5,90.5
TXN4902220029,U10299,Internet,2025-11-30 15:18:03.472861,6703.16,AC6140529461,AC1995022957,0,902256,Merchant_Payment,POS Purchase,Successful,iOS,192.168.137.228,Bangladesh,Chattogram,22.3569,91.7832
TXN4461305531,U10299,Internet,2025-12-13 13:16:21.005282,17602.5,AC7421165992,AC1255308073,0,363986,Refund,Refund to {{USER}},Successful,Android,192.168.81.163,Bangladesh,Noakhali,22.8167,91.1
TXN1586323975,U10299,ATM,2025-12-18 18:02:58.999760,4698.75,AC5054724843,AC5183201154,0,820738,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.132.26,Bangladesh,Dhaka,23.8103,90.4125
TXN8322652086,U10300,ATM,2025-12-21 08:59:31.584392,4039.79,AC1948467109,AC8957739511,0,220109,Fund_Transfer,Transfer to {{BEN}},Successful,Web,192.168.179.10,Bangladesh,Jessore,23.171,89.2024
TXN9316594307,U10300,Internet,2025-12-26 07:46:24.195807,41314.9,AC3178175109,AC5301237055,12,344191,Bill_Payment,Electricity Bill,Invalid txn,Web,192.168.178.134,Bangladesh,Chattogram,22.3569,91.7832
TXN9401502577,U10300,MobileApp,2025-12-26 08:20:29.748510,4202.56,AC5306863062,AC7252930500,0,403497,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.161.20,Bangladesh,Dhaka,23.8103,90.4125
TXN2781360334,U10301,MobileApp,2025-12-23 15:02:32.354888,108.27,AC6360075104,AC8649199287,12,467075,Bill_Payment,Electricity Bill,Invalid txn,Web,192.168.210.180,Bangladesh,Chattogram,22.3569,91.7832
TXN9377944677,U10301,MobileApp,2025-12-25 18:42:00.456684,498.58,AC8964588909,AC8878669138,0,184073,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.148.32,Bangladesh,Dhaka,23.8103,90.4125
TXN3678479023,U10303,Internet,2025-11-30 19:17:12.915455,26108.55,AC7895933269,AC6309519709,12,420847,Fund_Transfer,Transfer to {{BEN}},Invalid txn,iOS,192.168.98.39,Bangladesh,Chattogram,22.3569,91.7832
TXN4855552109,U10303,MobileApp,2025-12-06 10:44:28.515780,543.78,AC3243276814,AC5034316347,0,830720,Fund_Transfer,Transfer to {{BEN}},Successful,Web,192.168.36.86,Bangladesh,Rangpur,25.7439,89.2752
TXN7333428224,U10303,ATM,2025-12-06 12:26:31.622792,11079.38,AC8429908470,AC6686330444,0,506489,Cash_Withdrawal,ATM Cash Withdrawal,Successful,Android,192.168.240.112,Bangladesh,Dhaka,23.8103,90.4125
TXN1044294546,U10303,POS,2025-12-12 01:06:32.587858,2302.33,AC7553933908,AC8900338217,0,416475,Merchant_Payment,POS Purchase,Successful,Android,192.168.235.135,Bangladesh,Rangpur,25.7439,89.2752
TXN9782274624,U10304,MobileApp,2025-12-04 12:18:00.227784,9750.25,AC6730383696,AC2480892691,0,914901,Bill_Payment,Electricity Bill,Successful,iOS,192.168.3.160,Bangladesh,Chattogram,22.3569,91.7832
TXN4062809310,U10304,MobileApp,2025-12-07 16:23:42.332811,12162.36,AC8123762947,AC8508531486,12,762075,Merchant_Payment,POS Purchase,Invalid txn,Android,192.168.250.223,Bangladesh,Khulna,22.8456,89.5403
TXN4070674761,U10305,MobileApp,2025-12-21 19:04:04.696130,11650.97,AC8801623520,AC3782093090,0,831341,Merchant_Payment,POS Purchase,Successful,iOS,192.168.26.51,Bangladesh,Chattogram,22.3569,91.7832
TXN2008833468,U10305,MobileApp,2025-12-28 05:24:42.116807,7591.41,AC7060885680,AC1156594535,0,242045,Bill_Payment,Electricity Bill,Successful,Web,192.168.18.182,Bangladesh,Rangpur,25.7439,89.2752
TXN9225475302,U10305,ATM,2025-12-28 21:34:45.332518,4600.09,AC6894931584,AC6678854121,12,210240,Merchant_Payment,POS Purchase,Invalid txn,iOS,192.168.208.211,Bangladesh,Dhaka,23.8103,90.4125
TXN4005869741,U10306,ATM,2025-11-30 16:02:58.084027,5299.37,AC9991853352,AC6642486736,12,275055,Bill_Payment,Electricity Bill,Invalid txn,iOS,192.168.91.121,Bangladesh,Dhaka,23.8103,90.4125
TXN8248081522,U10306,Internet,2025-12-20 06:46:33.465253,2125.5,AC8682438827,AC9786757815,0,688134,Fund_Transfer,Transfer to {{BEN}},Successful,Web,192.168.93.30,Bangladesh,Sylhet,24.8949,91.8687
TXN2543271135,U10307,Internet,2025-12-05 10:50:59.658815,18988.62,AC4982759508,AC7197588052,12,746900,Bill_Payment,Electricity Bill,Invalid txn,Android,192.168.133.112,Bangladesh,Khulna,22.8456,89.5403
TXN8899340341,U10307,POS,2025-12-22 13:19:31.683613,1472.3,AC5839056702,AC2698108807,0,626709,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.190.223,Bangladesh,Others,23.5,90.5
TXN2926769671,U10307,MobileApp,2025-12-26 16:16:08.502373,8108.76,AC3200024591,AC6248995551,12,357167,Fund_Transfer,Transfer to {{BEN}},Invalid txn,POS,192.168.71.226,Bangladesh,Khulna,22.8456,89.5403
TXN4794828931,U10308,Internet,2025-12-10 16:46:26.889133,4289.85,AC6229095254,AC3176571673,0,797371,Cash_Withdrawal,ATM Cash Withdrawal,Successful,Android,192.168.72.247,Bangladesh,Noakhali,22.8167,91.1
TXN5084385454,U10309,ATM,2025-12-05 20:35:55.613386,4964.89,AC9516649238,AC3344408817,0,989784,Merchant_Payment,POS Purchase,Successful,iOS,192.168.194.46,Bangladesh,Khulna,22.8456,89.5403
TXN3445229783,U10309,MobileApp,2025-12-09 19:44:36.541253,11488.31,AC9238958098,AC2691990951,12,514169,Fund_Transfer,Transfer to {{BEN}},Invalid txn,ATM,192.168.197.224,Bangladesh,Dhaka,23.8103,90.4125
TXN9954725562,U10309,POS,2025-12-21 13:09:04.191655,1473.67,AC1540390441,AC6909963610,12,488329,Refund,Refund to {{USER}},Invalid txn,Web,192.168.110.183,Bangladesh,Khulna,22.8456,89.5403
TXN8960956390,U10309,POS,2025-12-27 13:59:34.997409,684.87,AC2527188882,AC1703105384,0,116163,Fund_Transfer,Transfer to {{BEN}},Successful,iOS,192.168.25.58,Bangladesh,Dhaka,23.8103,90.4125
TXN1065660701,U10310,MobileApp,2025-12-01 14:10:15.120461,7906.74,AC5351134663,AC7185721895,0,516218,Fund_Transfer,Transfer to {{BEN}},Successful,ATM,192.168.216.181,Bangladesh,Sylhet,24.8949,91.8687
TXN3198306744,U10310,Internet,2025-12-22 07:10:21.878974,2064.15,AC9304576918,AC2568352682,0,654310,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.163.66,Bangladesh,Rangpur,25.7439,89.2752
TXN7024812624,U10310,ATM,2025-12-27 15:35:37.141763,9784.25,AC6183143664,AC1522360519,0,684834,Fund_Transfer,Transfer to {{BEN}},Successful,iOS,192.168.87.110,Bangladesh,Others,23.5,90.5
TXN1992826543,U10312,Internet,2025-12-15 10:52:38.872402,19461.0,AC3537018289,AC3181626778,12,794847,Cash_Withdrawal,ATM Cash Withdrawal,Invalid txn,Android,192.168.245.119,Bangladesh,Jessore,23.171,89.2024
TXN1996243276,U10312,Internet,2025-12-18 19:56:40.679177,5880.99,AC9999630972,AC6495552260,0,217494,Bill_Payment,Electricity Bill,Successful,Android,192.168.113.220,Bangladesh,Dhaka,23.8103,90.4125
TXN4736525406,U10312,POS,2025-12-23 13:05:40.189048,4962.34,AC6350265584,AC6243963723,0,398902,Fund_Transfer,Transfer to {{BEN}},Successful,iOS,192.168.17.204,Bangladesh,Barishal,22.701,90.3535
TXN7841434916,U10313,ATM,2025-12-01 17:24:31.429706,11769.4,AC7501491802,AC6127083361,0,536662,Cash_Withdrawal,ATM Cash Withdrawal,Successful,Android,192.168.206.212,Bangladesh,Narayanganj,23.6236,90.5
TXN2422456578,U10313,ATM,2025-12-06 14:50:58.807270,8108.21,AC9189325704,AC6349736222,0,722784,Fund_Transfer,Transfer to {{BEN}},Successful,POS,192.168.58.237,Bangladesh,Rangpur,25.7439,89.2752
TXN8748854765,U10313,MobileApp,2025-12-24 03:36:32.392527,6804.66,AC9002986498,AC8657643558,0,260784,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.112.124,Bangladesh,Kumilla,,
TXN5650778684,U10314,ATM,2025-12-04 21:21:57.225033,10388.58,AC9549329011,AC2817134990,0,710174,Bill_Payment,Electricity Bill,Successful,POS,192.168.189.211,Bangladesh,Dhaka,23.8103,90.4125
TXN3811315666,U10315,POS,2025-12-10 20:03:10.590624,5824.74,AC1374291665,AC2874027949,0,699593,Fund_Transfer,Transfer to {{BEN}},Successful,iOS,192.168.157.144,Bangladesh,Khulna,22.8456,89.5403
TXN3263179860,U10315,ATM,2025-12-11 10:48:25.919613,7200.09,AC8218869634,AC7036435817,0,427536,Fund_Transfer,Transfer to {{BEN}},Successful,ATM,192.168.14.10,Bangladesh,Dhaka,23.8103,90.4125
TXN1219554386,U10316,POS,2025-12-06 10:29:32.125070,2110.16,AC3761622774,AC1406506714,0,639850,Cash_Withdrawal,ATM Cash Withdrawal,Successful,Android,192.168.18.179,Bangladesh,Gazipur,23.999,90.42
TXN7648893440,U10316,MobileApp,2025-12-07 20:05:28.873384,9456.57,AC3423464120,AC9350596902,12,926783,Merchant_Payment,POS Purchase,Invalid txn,Android,192.168.4.86,Bangladesh,Chattogram,22.3569,91.7832
TXN9222594113,U10316,Internet,2025-12-08 18:46:33.600241,24183.5,AC9946902464,AC6700356174,0,817423,Merchant_Payment,POS Purchase,Successful,Android,192.168.242.139,Bangladesh,Others,23.5,90.5
TXN7180521462,U10316,MobileApp,2025-12-16 20:36:41.909658,2791.92,AC8086843460,AC1267910551,0,436048,Bill_Payment,Electricity Bill,Successful,Android,192.168.39.48,Bangladesh,Feni,23.014,91.4
TXN4277951948,U10316,ATM,2025-12-29 19:50:09.721049,7402.6,AC5732298756,AC9587382569,0,208618,Merchant_Payment,POS Purchase,Successful,Android,192.168.181.140,Bangladesh,Dhaka,23.8103,90.4125
TXN2076798607,U10317,POS,2025-12-09 10:45:30.172418,3474.92,AC1645928618,AC9088384618,12,295618,Bill_Payment,Electricity Bill,Invalid txn,iOS,192.168.168.174,Bangladesh,Dhaka,23.8103,90.4125
TXN3548600156,U10317,POS,2025-12-28 09:36:16.131191,2866.39,AC9786851058,AC1416212338,12,797147,Fund_Transfer,Transfer to {{BEN}},Invalid txn,Web,192.168.103.243,Bangladesh,Kustia,,
TXN3594210009,U10318,POS,2025-11-30 11:31:22.727408,1181.18,AC7595460919,AC3127947234,0,362228,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.7.203,Bangladesh,Dhaka,23.8103,90.4125
TXN6720478756,U10318,POS,2025-12-17 23:15:57.174351,687.9,AC1673167874,AC5305644334,0,517259,Merchant_Payment,POS Purchase,Successful,ATM,192.168.194.224,Bangladesh,Dhaka,23.8103,90.4125
TXN2499086288,U10319,MobileApp,2025-12-18 14:36:49.252031,10038.16,AC1474473310,AC5841030421,0,445538,Merchant_Payment,POS Purchase,Successful,Android,192.168.177.192,Bangladesh,Dhaka,23.8103,90.4125
